"Page type","ICD-O-3 Hist/behav","Summary Interval","Derived AJCC Stage Group, 6th ed (2004-2015)","N","Cause-Spec"
Survival Summary Page,8263/3: Adenocarcinoma in tubulovillous adenoma,84 mo,IVC,0, 
Survival Summary Page,8263/3: Adenocarcinoma in tubulovillous adenoma,84 mo,NA,0, 
Survival Summary Page,8263/3: Adenocarcinoma in tubulovillous adenoma,84 mo,OCCULT,0, 
Survival Summary Page,8263/3: Adenocarcinoma in tubulovillous adenoma,84 mo,UNK Stage,0, 
Survival Summary Page,8263/3: Adenocarcinoma in tubulovillous adenoma,84 mo,Blank(s),2,0.000
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,0,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,0a,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,0is,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,I,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,INOS,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IA,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IA1,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IA2,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IB,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IB1,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IB2,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IC,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IS,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IEA,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IEB,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IE,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,ISA,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,ISB,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,II,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IINOS,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIA,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIB,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIC,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIEA,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIEB,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIE,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IISA,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IISB,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIS,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIESA,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIESB,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIES,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,III,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIINOS,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIIA,1,100.000
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIIB,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIIC,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIIEA,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIIEB,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIIE,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIISA,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIISB,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIIS,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIIESA,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIIESB,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IIIES,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IV,1,0.000
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IVNOS,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IVA,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IVB,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,IVC,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,NA,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,OCCULT,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,UNK Stage,0, 
Survival Summary Page,8290/3: Oxyphilic adenocarcinoma,84 mo,Blank(s),1,0.000
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,0,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,0a,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,0is,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,I,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,INOS,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IA,33,66.153
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IA1,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IA2,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IB,42,56.306
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IB1,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IB2,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IC,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IS,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IEA,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IEB,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IE,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,ISA,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,ISB,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,II,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IINOS,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIA,2,50.000
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIB,6,33.333
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIC,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIEA,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIEB,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIE,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IISA,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IISB,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIS,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIESA,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIESB,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIES,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,III,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIINOS,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIIA,12,36.364
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIIB,18,11.852
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIIC,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIIEA,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIIEB,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIIE,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIISA,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIISB,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIIS,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIIESA,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIIESB,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IIIES,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IV,64,5.273
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IVNOS,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IVA,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IVB,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,IVC,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,NA,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,OCCULT,0, 
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,UNK Stage,6,0.000
Survival Summary Page,"8310/3: Clear cell adenocarcinoma, NOS",84 mo,Blank(s),168,39.160
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,0,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,0a,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,0is,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,I,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,INOS,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IA,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IA1,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IA2,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IB,1,100.000
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IB1,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IB2,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IC,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IS,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IEA,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IEB,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IE,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,ISA,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,ISB,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,II,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IINOS,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIA,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIB,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIC,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIEA,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIEB,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIE,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IISA,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IISB,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIS,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIESA,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIESB,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIES,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,III,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIINOS,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIIA,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIIB,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIIC,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIIEA,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIIEB,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIIE,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIISA,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIISB,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIIS,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIIESA,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIIESB,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IIIES,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IV,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IVNOS,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IVA,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IVB,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,IVC,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,NA,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,OCCULT,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,UNK Stage,0, 
Survival Summary Page,8320/3: Granular cell carcinoma,84 mo,Blank(s),1,0.000
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,0,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,0a,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,0is,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,I,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,INOS,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IA,26,60.000
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IA1,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IA2,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IB,11,36.364
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IB1,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IB2,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IC,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IS,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IEA,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IEB,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IE,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,ISA,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,ISB,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,II,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IINOS,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIA,2,50.000
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIB,7,42.857
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIC,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIEA,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIEB,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIE,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IISA,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IISB,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIS,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIESA,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIESB,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIES,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,III,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIINOS,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIIA,9,50.000
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIIB,7,42.857
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIIC,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIIEA,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIIEB,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIIE,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIISA,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIISB,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIIS,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIIESA,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIIESB,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IIIES,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IV,10,22.500
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IVNOS,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IVA,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IVB,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,IVC,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,NA,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,OCCULT,0, 
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,UNK Stage,1,0.000
Survival Summary Page,8323/3: Mixed cell adenocarcinoma,84 mo,Blank(s),30,46.429
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,0,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,0a,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,0is,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,I,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,INOS,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IA,1,100.000
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IA1,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IA2,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IB,3,0.000
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IB1,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IB2,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IC,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IS,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IEA,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IEB,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IE,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,ISA,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,ISB,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,II,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IINOS,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIA,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIB,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIC,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIEA,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIEB,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIE,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IISA,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IISB,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIS,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIESA,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIESB,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIES,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,III,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIINOS,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIIA,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIIB,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIIC,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIIEA,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIIEB,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIIE,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIISA,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIISB,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIIS,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIIESA,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIIESB,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IIIES,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IV,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IVNOS,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IVA,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IVB,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,IVC,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,NA,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,OCCULT,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,UNK Stage,0, 
Survival Summary Page,8333/3: Fetal adenocarcinoma,84 mo,Blank(s),0, 
Survival Summary Page,8430/3: Mucoepidermoid carcinoma,84 mo,0,0, 
Survival Summary Page,8430/3: Mucoepidermoid carcinoma,84 mo,0a,0, 
Survival Summary Page,8430/3: Mucoepidermoid carcinoma,84 mo,0is,0, 
